Sample ID,Classifications,Cell Culture Media,LINE,Gender,Doubling time (hr),C4-POS RAW FILE,HILIC-POS RAW FILE,HILIC-NEG RAW FILE,glycine,alanine,serine,threonine,methionine,aspartate,glutamate,asparagine,glutamine,histidine,arginine,lysine,valine,leucine,isoleucine,phenylalanine,tyrosine,tryptophan,proline,cis/trans-hydroxyproline,ornithine,citrulline,taurine,5-HIAA,serotonin,GABA,acetylglycine,dimethylglycine,homocysteine,SDMA/ADMA,NMMA,allantoin,anthranilic acid,kynurenic acid,5-adenosylhomocysteine,carnosine,N-carbamoyl-beta-alanine,thiamine,niacinamide,betaine,choline,alpha-glycerophosphocholine,acetylcholine,creatine,creatinine,thyroxine,trimethylamine-N-oxide,hexoses (HILIC pos),adenosine,thymidine,xanthosine,2-deoxyadenosine,2-deoxycytidine,cotinine,pipecolic acid,pyroglutamic acid,1-methylnicotinamide,butyrobetaine,putrescine,methionine sulfoxide,carnitine,acetylcarnitine,propionylcarnitine,malonylcarnitine,butyrylcarnitine/isobutyrylcarnitine,valerylcarnitine/isovalerylcarnitine/2-methylbutyroylcarnitine,hexanoylcarnitine,heptanoylcarnitine,lauroylcarnitine,myristoylcarnitine,palmitoylcarnitine,stearoylcarnitine,oleylcarnitine,arachidonyl_carnitine,sarcosine,beta-alanine,anserine
KNS42_CENTRAL_NERVOUS_SYSTEM,glioma,EMEM + 5% FBS,Batch_2,male,53.21504105,148-CCLE-Batch_2-LIP-KNS-42.wiff,148-CCLE-Batch_2-HIL-KNS-42.wiff,148-CCLE_Batch_2_-CMH-KNS-42.wiff,2115,316946,61756,378643,151212,257582,2689232,92333,4747683,1581236,2120145,1096760,1284486,3252818,3859199,4077831,147632,465361,4314703,59212,158112,6283,656438,570,2287,11253,,22263,8082,99816,,35640,859,,3561,11256,51560,1323204,123297,1567459,379937,1935286,,1367160,228827,,7456,,17478,32499,,6286,159401,15419,38296,612343,1775722,355945,721528,8401,415459,1809346,1046463,8529,450079,96678,4987,,,,782,,5147,,,,
HCC38_BREAST,breast,RPMI 1640 + 10% FBS,Batch3,female,100.5322488,0147-CCL_Batch3_LIP-HCC38.wiff,147-CCLE-batch3-HIL-HCC38.wiff,0147-CCL_Batch_3_CMH-HCC38.wiff,4261,113585,207200,123986,160701,247741,1567926,306172,2409654,1680612,3313884,679336,455662,3436039,3690885,1783754,92769,254122,4633482,288036,861755,21969,764619,,,151603,942,44043,500,181994,9345,66753,5671,13942,985,56758,1338,1042802,158765,4098512,4584230,207612,1285,6129132,489562,257,8098,1268,884,4320,5749,1383,3566,3819,1124,364239,42430,382730,148857,19100,494956,1291775,278378,7875,447114,64251,10472,1228,8170,12668,40835,22999,35101,87,3932,46251,1123
KYSE270_OESOPHAGUS,esophagus,RPMI 1640 + 10% FBS,Batch_2,male,31.49247315,147-CCLE-Batch_2-LIP-KYSE-270.wiff,147-CCLE-Batch_2-HIL-KYSE-270.wiff,147-CCLE_Batch_2_-CMH-KYSE-270.wiff,5353,1509640,30135,150376,142457,425440,3309774,563418,4414101,2360354,3961909,704989,249052,1251519,1728218,255415,51129,74857,18343547,553918,376801,6208,364710,,,25818,,17809,1281,200658,,22951,874,,4143,9303,10810,1209196,37181,5204513,2849500,1691532,9021,3633961,240977,,3450,,21108,2638,,7883,4781,19247,,792244,1079295,1317681,811855,37982,779319,3022306,529028,13881,324138,321986,5372,,796,6321,7121,,8330,,,,
SKUT1_SOFT_TISSUE,soft_tissue,EMEM + 10% FBS,Batch3,female,23.05569502,0146-CCL_Batch3_LIP-SK-UT-1.wiff,146-CCLE-batch3-HIL-SK-UT-1.wiff,0146-CCL_Batch_3_CMH-SK-UT-1.wiff,12630,442525,138727,526393,185085,158470,2876635,140468,4248497,3169023,2642637,1253053,1126927,3406278,3868556,4859532,199701,528794,9433643,101350,471017,43046,667383,1068,2229,52995,1908,62635,3481,282797,18573,92783,1602,17524,2807,35587,101368,1274084,213332,5916158,2106664,313228,2316,2829456,653169,466,7078,,884,83585,12284,15103,25627,2881,5868,430437,10079,1258081,786991,8093,1002803,9848633,2476525,37805,1540545,211627,9503,1435,289,1492,1339,586,602,,4887,30391,959
HPAFII_PANCREAS,pancreas,EMEM + 10% FBS,Batch_2,male,74.4,146-CCLE-Batch_2-LIP-HPAF-II.wiff,146-CCLE-Batch_2-HIL-HPAF-II.wiff,146-CCLE_Batch_2_-CMH-HPAF-II.wiff,6229,1544054,23087,841822,262420,363399,3187982,172918,1719990,2453398,2612357,2024612,2436361,6343560,7334415,7076176,246551,742617,13136160,303347,471494,17870,675467,1929,8468,107913,,68014,6450,281751,,109372,8773,,8522,38763,51792,2194587,350677,6227569,1404550,434240,10270,6257368,652225,350,9881,,23845,5766,,3064,1653,4744,4791,859819,648104,2531908,1603416,16608,2665956,8021787,2137098,20301,1978729,243517,9462,,,,1325,311,3313,,5850,,
HCC202_BREAST,breast,RPMI 1640 + 10% FBS,Batch3,female,204.4,0145-CCL_Batch3_LIP-HCC202.wiff,145-CCLE-batch3-HIL-HCC202.wiff,0145-CCL_Batch_3_CMH-HCC202.wiff,7504,274024,896393,400944,467864,444060,1162910,827012,9042185,3564882,7080619,2017499,1545639,8222000,8767048,4963791,246987,500073,8581385,547094,3119489,53907,117339,,,54381,1732,103242,261,391220,37040,171387,6440,11300,960,60640,3394,2144761,394719,5661015,7467701,1227803,3706,2646053,924334,588,8237,8349,43169,27176,13027,50505,77845,9217,,1284449,3272,473690,543608,73100,827723,2728239,409295,19193,133151,103579,12714,2234,1850,4150,12681,2445,4691,195,3064,7034,1334
SW1463_LARGE_INTESTINE,colorectal,RPMI 1640 + 10% FBS,Batch_2,female,NA,145-CCLE-Batch_2-LIP-SW1463.wiff,145-CCLE-Batch_2-HIL-SW1463.wiff,145-CCLE_Batch_2_-CMH-SW1463.wiff,8436,949821,108305,130552,107984,247744,1457730,408990,292050,753019,2480159,358611,295715,2129185,2686904,991634,56014,128027,9163826,470695,496841,11793,994890,430,,429807,,51633,4238,229210,,72718,1006,,3297,26557,1956,1189694,255270,5626935,2416260,248018,,5231039,453064,,6499,,10914,6717,,5068,1532,5183,891,454545,365711,1654249,1008965,27079,2035208,3914369,488883,11363,516719,1762916,10442,,,,2379,,,,,,
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,glioma,RPMI 1640 + 10% FBS,Batch3,female,77.06225226,0144-CCL_Batch3_LIP-CCF-STTG1.wiff,144-CCLE-batch3-HIL-CCF-STTG1.wiff,0144-CCL_Batch_3_CMH-CCF-STTG1.wiff,3798,120020,285727,203247,217123,261022,1879925,493337,3135472,1940414,4724427,781399,664152,4606437,4608814,2509361,128655,173637,4344318,444714,571900,35493,257450,776,1831,24694,1731,54513,2479,181237,7485,82254,46801,22052,1643,31017,18674,1053373,76860,3976357,4251501,500841,,4179380,588965,276,6084,1939,8450,12938,8344,3610,21893,3706,1288,382332,1778005,274450,395016,18730,400204,1209815,327492,6646,131781,343400,5918,1614,1186,2895,6166,2094,8736,,,19081,912
YH13_CENTRAL_NERVOUS_SYSTEM,glioma,EMEM + 20% FBS,Batch_2,male,33.79164681,144-CCLE-Batch_2-LIP-YH-13.wiff,144-CCLE-Batch_2-HIL-YH-13.wiff,144-CCLE_Batch_2_-CMH-YH-13.wiff,7047,473222,49497,528672,184074,490220,2856543,91848,5371735,1737161,1744223,1326693,1495634,4042772,4202794,4804937,159601,565581,5591418,237493,538239,18383,553091,1402,24089,38979,,65156,837,247869,,100452,1326,,1195,32061,21086,1023701,165408,4631239,5193563,853076,12540,2566012,498597,,10343,,36002,3701,,4535,94679,8159,3846,575505,4502072,711901,746838,12380,1027078,5480377,1268135,14350,1153961,404887,8359,,714,3584,6973,448,10993,,,,
LUDLU1_LUNG,lung_NSC,RPMI 1640 + 10% FBS,Batch3,male,60.12330569,0143-CCL_Batch3_LIP-LUDLU-1.wiff,143-CCLE-batch3-HIL-LUDLU-1.wiff,0143-CCL_Batch_3_CMH-LUDLU-1.wiff,2532,134630,240549,159593,211485,214821,1297319,411444,2491102,2035904,4287182,733742,557038,4144970,4586080,2383586,117709,327845,5249427,368614,966057,31387,251672,371,,69588,700,47448,2189,206911,13393,79516,14004,20377,1243,31690,2374,1134533,178735,3822934,4036667,519234,1804,2676804,565006,374,6245,1285,632,1198,8769,739,4360,2331,1790,447702,169555,284400,406640,16712,449578,925605,224261,6513,194959,113098,5735,796,1041,2247,7319,1735,2980,,1433,27812,779
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphoma_Hodgkin,RPMI 1640 + 10% FBS,Batch_2,female,NA,143-CCLE-Batch_2-LIP-L-428.wiff,143-CCLE-Batch_2-HIL-L-428.wiff,143-CCLE_Batch_2_-CMH-L-428.wiff,1579,26497,27086,32039,14389,110183,1137119,39245,586593,74998,124554,32328,102728,300333,315193,208323,8122,40291,1592670,108716,31254,666,37806,,,19410,,2718,,11396,,5815,,,,668,1658,41204,31684,260959,1210272,526024,2785,92649,11967,,5585,,12799,,,6849,13824,26761,,15897,,115975,370368,2569,124022,134308,205618,,215444,170817,3806,,,,4734,584,4414,,,,
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphoma_Burkitt,RPMI 1640 + 10% FBS,Batch3,female,NA,0142-CCL_Batch3_LIP-NAMALWA.wiff,142-CCLE-batch3-HIL-NAMALWA.wiff,0142-CCL_Batch_3_CMH-NAMALWA.wiff,3074,98430,64605,32526,17122,61410,1078467,91463,500228,195133,756278,79174,102016,335353,373437,194058,11174,27192,2289353,130267,100718,2772,86032,,1162,10809,553,3423,,22248,1422,10730,1023,208,959,2528,4181,195258,40632,598809,1087754,261148,1191,56219,51195,,7838,,5009,1364,2859,859,8820,15054,755,43941,545,64388,230892,1633,74947,270341,420992,771,122373,22790,1443,194,,572,1544,534,808,229,,3822,
NCIH1436_LUNG,lung_small_cell,DMEM;F12 = 1;1 + 10% FBS,Batch_2,male,75,142-CCLE-Batch_2-LIP-NCI-H1436.wiff,142-CCLE-Batch_2-HIL-NCI-H1436.wiff,142-CCLE_Batch_2_-CMH-NCI-H1436.wiff,905,70632,55166,101860,12338,36476,829528,11390,820342,91640,174393,110391,199980,319430,311925,361799,13558,68108,1745666,7751,41751,902,187825,,1695,605360,,1129,,5653,,3211,,,1699,347,9616,151878,33211,372865,1061356,619286,1300848,755874,13696,,6755,,12565,1934,,7726,11201,23763,,30677,394,83129,872754,3574,153699,337603,107074,3205,147933,2629,4811,,,2221,9163,443,7301,,,,
SKNAS_AUTONOMIC_GANGLIA,neuroblastoma,DMEM + 10% FBS,Batch3,female,50.78452852,0141-CCL_Batch3_LIP-SK-N-AS.wiff,141-CCLE-batch3-HIL-SK-N-AS.wiff,0141-CCL_Batch_3_CMH-SK-N-AS.wiff,11851,219395,540234,972259,460283,318748,2299991,110595,8686789,2711450,2007198,3505306,3073624,8392890,8916108,9085746,387941,597246,4326322,34393,342015,24368,232045,,,84184,1369,52086,845,182330,11877,83290,1144,15306,691,29477,13368,3904071,712921,3424655,5181979,1776395,44573,1888329,522130,267,6178,8090,32029,9537,8580,3502,11775,14337,1620,895360,276304,339585,900012,45822,553266,1348546,223220,10871,139789,71361,8300,1468,664,1929,7167,1812,7142,174,,13648,492
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphoma_DLBCL,RPMI 1640 + 10% FBS,Batch_2,female,83.1,141-CCLE-Batch_2-LIP-SU-DHL-5.wiff,141-CCLE-Batch_2-HIL-SU-DHL-5.wiff,141-CCLE_Batch_2_-CMH-SU-DHL-5.wiff,1617,47838,47186,46844,12734,99214,1365124,85652,1312681,106905,230363,37854,104229,340986,358351,192771,9368,49190,2024098,188390,55193,1425,189505,,,16119,,3606,,9834,,7804,,,2444,544,1821,72024,42444,422204,2509732,111914,88117,47923,17688,,6426,,8515,,,,68481,13170,,34959,681,90736,334443,4422,109520,152445,80856,,188645,6747,4336,,,,2865,308,,,,,
DU4475_BREAST,breast,RPMI 1640 + 10% FBS,Batch3,female,114.5,0140-CCL_Batch3_LIP-DU4475.wiff,140-CCLE-batch3-HIL-DU4475.wiff,0140-CCL_Batch_3_CMH-DU4475.wiff,2183,36013,33556,34780,33573,280942,1397482,88508,690931,349095,424721,45666,121045,744072,865507,417667,23751,70589,2326915,137355,74456,2723,752220,,382,934010,,9986,,20929,1182,4701,369,255,7892,45320,934,238343,10130,2720223,1600623,22950,4152,5276939,208195,,5042,,4733,1131,541,21012,3646,10969,2113,30266,593,284157,699154,5182,546947,1425571,139882,25399,768060,25112,3694,162,4904,17701,35157,4447,17616,314,,12401,523
TE9_OESOPHAGUS,esophagus,RPMI 1640 + 10% FBS,Batch_2,male,40.79300393,140-CCLE-Batch_2-LIP-TE-9.wiff,140-CCLE-Batch_2-HIL-TE-9.wiff,140-CCLE_Batch_2_-CMH-TE-9.wiff,4139,278496,177116,203864,284185,393702,3102004,532426,4828399,1762449,3578898,783593,755233,5568010,6394462,2925396,130347,408004,9930560,511920,777903,12740,473929,972,7466,508052,,67116,12525,282007,,101111,4562,,5425,29184,75202,1569348,305217,4382079,3636366,262481,7148,5668559,606700,,5533,,11220,3665,,13248,5724,8134,1882,903566,8358,944343,1361258,42910,1258747,5251403,715223,27987,919631,101929,7955,,556,4110,2643,,5100,,3541,,
PANC0403_PANCREAS,pancreas,RPMI 1640 + 15% FBS,Batch3,male,43.90835788,0139-CCL_Batch3_LIP-Panc04-03.wiff,139-CCLE-batch3-HIL-Panc04-03.wiff,0139-CCL_Batch_3_CMH-Panc04-03.wiff,4912,468506,74955,117858,167356,188584,1779038,543921,864008,1137663,2730242,298214,373340,3280093,4251494,1861851,102722,279946,14847469,739092,741476,29349,795289,600,2287,302797,3669,72316,3681,249384,14786,87982,2090,9082,7507,62321,11274,981180,174434,7017297,3253035,2218891,5764,8345038,818859,488,7684,,745,4938,14510,6755,1118,3041,6693,379133,925200,1364186,808507,17568,1677141,6693307,1017521,28158,424315,267751,8175,1916,637,619,1184,840,833,,4971,53394,1674
KYSE180_OESOPHAGUS,esophagus,RPMI 1640 + 10% FBS,Batch_2,male,28.84140931,0255-CCL_Batch3_LIP-KYSE-180.wiff,139-CCLE-Batch_2-HIL-KYSE-180.wiff,0255-CCL_Batch_3_CMH-KYSE-180.wiff,2382,184919,82631,114726,143913,139240,1780018,432391,2381944,898109,3177277,347055,387975,2645762,3461974,1414544,77309,211410,7935409,454584,465350,18641,414009,664,6988,220930,1339,56588,7562,219510,10691,78114,4024,9613,7291,24708,7633,1051867,224751,3557683,579962,258362,1187,5129694,637273,387,6918,1770,9206,2163,9038,17357,17886,18438,1675,620238,9403,394757,1470940,23523,563131,2124405,288585,10514,768668,443403,15427,1394,785,1770,4604,1184,1977,378,2853,42848,605
NCIH1693_LUNG,lung_NSC,RPMI 1640 + 5% FBS,Batch3,female,57.76754199,0138-CCL_Batch3_LIP-NCI-H1693.wiff,138-CCLE-batch3-HIL-NCI-H1693.wiff,0138-CCL_Batch_3_CMH-NCI-H1693.wiff,7442,118649,145664,152761,202685,376701,2301302,486397,3287364,1552194,4079968,728441,526107,4082317,4606756,2300411,117461,353304,4688388,391237,911801,22179,74673,302,489,35769,1712,43974,706,144601,7386,56397,959,10195,955,23043,2612,899926,173683,3857135,4233063,267989,9922,2897906,392587,248,7630,2002,1582,3585,6571,3955,2846,2438,,531622,3580916,538563,194318,25299,1093169,1849598,1128710,18102,234436,285982,6101,880,359,1161,3851,1001,2226,,,6424,758
HCC1937_BREAST,breast,RPMI 1640 + 10% FBS,Batch_2,female,90.65445874,138-CCLE-Batch_2-LIP-HCC1937.wiff,138-CCLE-Batch_2-HIL-HCC1937.wiff,138-CCLE_Batch_2_-CMH-HCC1937.wiff,1257,260368,103111,68205,144365,23093,221791,78791,2192485,461496,1939324,172002,341112,1678673,3688543,2378900,87088,574530,3429283,128512,112109,5420,24867,,,62221,,25283,,94842,,99938,1276,,,7480,39476,1051795,400696,2751372,3780255,294494,9629,577236,304207,,6433,,19423,23761,,7455,6146,17394,997,152519,3029404,181477,475386,13301,311697,648201,437006,5203,197290,88574,7149,,,3029,9895,3704,15762,,,,
BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CML,RPMI 1640 + 20% FBS,Batch3,male,NA,0137-CCL_Batch3_LIP-BV-173.wiff,137-CCLE-batch3-HIL-BV-173.wiff,0137-CCL_Batch_3_CMH-BV-173.wiff,4962,514574,11974,39760,23313,83386,2589154,248870,2613177,581656,657349,66469,102880,948142,1353534,418044,30130,96419,9809671,574677,235934,7807,1877884,,,43039,1450,40812,900,127790,6135,38495,909,2966,17976,6781,14422,24440,110013,7156887,6655138,425277,7041,1445956,200452,139,9335,,1929,,1999,463,381,3326,7332,264514,,1261951,404974,6296,136027,1081108,84103,12025,323114,24002,5925,755,558,5963,22621,1840,4324,334,4548,85030,178
SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,B-cell_ALL,IMDM + 10% FBS,Batch3,female,54,0136-CCL_Batch3_LIP-SEM.wiff,136-CCLE-batch3-HIL-SEM.wiff,0136-CCL_Batch_3_CMH-SEM.wiff,12585,532391,320565,784841,439521,177084,3232022,196598,6649795,2080085,1322178,2587445,2481173,7359124,8921129,9516079,404602,925967,10397722,70755,309559,33446,192400,669,19930,31307,1647,68754,1426,226397,12642,99247,1445,8992,1795,38236,3896,3030483,711581,4937735,7131738,69662,973,1829783,449607,361,8626,3274,1949,958,9756,2634,1702,1730,3432,1116868,1005,474325,1092169,11381,408650,1128287,404976,7298,182585,55197,8556,3631,,,656,705,456,347,,9623,1002
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,B-cell_lymphoma_other,RPMI 1640 + 20% FBS,Batch_2,male,NA,136-CCLE-Batch_2-LIP-MC116.wiff,136-CCLE-Batch_2-HIL-MC116.wiff,136-CCLE_Batch_2_-CMH-MC116.wiff,3691,80289,35286,39718,27133,150301,1829596,80761,758213,278104,625159,125558,167956,639448,682728,381030,17808,73572,4481191,165692,157329,6552,408290,,3775,10386,2866,16714,,43206,,23617,984,,4665,6270,,310125,179981,1313901,3009225,59342,3435,386556,101598,,6132,,16165,22687,,22645,44517,30585,1952,95398,1265,207333,545072,5055,199227,1216306,307215,2903,1004628,28049,5329,,,10324,30707,1437,6958,,,,
NUGC3_STOMACH,stomach,RPMI 1640 + 10% FBS,Batch3,male,41.08374186,0135-CCL_Batch3_LIP-NUGC-3.wiff,135-CCLE-batch3-HIL-NUGC-3.wiff,0135-CCL_Batch_3_CMH-NUGC-3.wiff,6920,976939,83485,183434,290819,270775,2071927,995728,1223634,1345277,4626059,444206,519600,5576869,7589305,2672361,163884,355626,13875670,1100636,811328,42427,952913,714,,201001,2375,58094,7386,288586,14073,79908,9505,11588,4195,27672,20116,1416713,174099,5527755,3026999,304893,83645,11900280,583493,282,7588,,1314,21420,18820,10202,1881,2597,5767,472392,2504839,1287044,3961396,27192,1476042,6379623,1121052,19285,1698982,3532606,13996,2820,2272,5635,20925,27976,14471,189,4961,97513,845
KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AML,RPMI 1640 + 20% FBS,Batch_2,male,NA,135-CCLE-Batch_2-LIP-Kasumi-6.wiff,135-CCLE-Batch_2-HIL-Kasumi-6.wiff,135-CCLE_Batch_2_-CMH-Kasumi-6.wiff,1208,15901,25410,21531,13218,22117,179120,24938,761945,250064,375811,140367,104913,330995,319437,169472,7801,35864,892344,54229,214365,2641,103937,,401,6806,1649,7154,,22371,,10651,,,170,4651,,82704,20441,572610,1751759,63493,57071,169496,57866,,4474,,2767,3197,,,277,33697,,58750,1069,66163,53264,4151,85500,312538,145603,1051,138714,70751,8299,,2884,41323,68477,6238,46255,,,,
KATOIII_STOMACH,stomach,IMDM + 20% FBS,Batch3,male,61.2,0134-CCL_Batch3_LIP-KATOIII.wiff,134-CCLE-batch3-HIL-KATOIII.wiff,0134-CCL_Batch_3_CMH-KATOIII.wiff,4179,814686,50620,515273,104354,106464,538013,123189,567197,631526,397331,491501,745639,2169799,2663720,3041093,133006,269005,4629808,64206,42925,5639,185091,611,6485,278064,1482,24660,729,88276,9886,30203,433,2417,6817,9923,,1477649,71437,4162917,5465043,380528,11336,7331448,343015,,7339,,6885,1777,10154,2592,33082,4145,4390,217354,44328,917666,969524,4900,1147877,6155758,892546,109091,863890,239390,211804,8079,8131,35554,142271,28677,43893,297,,25166,504
SH4_SKIN,melanoma,DMEM + 10% FBS,Batch_2,female,43.24506753,134-CCLE-Batch_2-LIP-SH-4.wiff,134-CCLE-Batch_2-HIL-SH-4.wiff,134-CCLE_Batch_2_-CMH-SH-4.wiff,11804,496338,468411,1307726,736131,95427,3025425,51966,10441839,3246410,1709486,6068666,5716164,13565295,13354211,17293610,547668,1720797,5835208,158663,350035,24295,252060,1496,11608,19071,1572,52522,2732,253233,,90678,884,,2700,26519,3705,5597465,1230098,3997374,5090681,114341,,5375377,504727,426,9394,,51164,22520,,4505,11872,6469,5648,2139622,122739,943488,442432,33682,1711195,2834624,430972,8968,1509246,61874,7587,,1236,5736,4734,894,6899,,2469,,
HCC1395_BREAST,breast,RPMI 1640 + 10% FBS,Batch3,female,87.66322664,0133-CCL_Batch3_LIP-HCC1395.wiff,133-CCLE-batch3-HIL-HCC1395.wiff,0133-CCL_Batch_3_CMH-HCC1395.wiff,3436,60994,133245,93355,91263,156819,1236661,187837,1683246,1005876,2463269,355000,380847,1934280,2311813,1051622,55526,109677,2821519,231754,416102,8342,245878,,2172,19759,,23606,421,90478,3346,30357,3616,1575,979,13151,5709,445059,77602,2181060,2417510,401787,1555,477752,203106,136,7851,3661,3771,1063,2623,829,4849,12174,1448,160309,1222680,125516,174600,9923,286263,455820,104876,2442,72315,94386,2474,475,1435,1645,1732,592,3196,295,,11933,363
SW1116_LARGE_INTESTINE,colorectal,Leibovitz's L-15 + 10% FBS,Batch_2,male,123.22974,133-CCLE-Batch_2-LIP-SW1116.wiff,133-CCLE-Batch_2-HIL-SW1116.wiff,133-CCLE_Batch_2_-CMH-SW1116.wiff,42135,1944248,1433735,2822324,1169627,370059,595597,1696439,5063687,14855268,6898484,2555879,4397405,13104378,22080290,19621079,1394195,1264798,5172509,119933,175327,11637,305894,1839,1463,17954,,41444,,166343,,59515,926,,1188,24660,2418,1415243,275921,4415512,2287364,3313264,,3956842,327966,,9019,,8583,4717,,985,521,19327,4041,682959,95772,789515,336405,35225,926571,7085115,445604,34739,562470,218075,6870,,437,3905,13394,611,13300,,,,
CAL851_BREAST,breast,DMEM + 10% FBS,Batch3,female,56.7,0132-CCL_Batch3_LIP-CAL-85-1.wiff,132-CCLE-batch3-HIL-CAL-85-1.wiff,0132-CCL_Batch_3_CMH-CAL-85-1.wiff,13470,222600,252382,575347,246582,438219,2564844,21455,4947001,1227503,1344558,1513253,2022496,5078418,5827313,5887489,244451,443226,2013235,29764,148487,11518,88367,264,1766,73482,1776,31706,1760,114267,5911,54358,1289,1871,1372,24725,8467,2460677,403775,3414261,4599582,769970,92837,1669550,518242,168,8241,7042,15086,2137,7778,4956,708,26374,2955,503230,5948656,530934,1077623,26262,788185,1877926,1619533,12519,384554,900039,6036,908,1434,2164,5803,1724,3757,446,,16040,772
CAMA1_BREAST,breast,EMEM + 10% FBS,Batch_2,female,111.9670393,0362-CCL_Batch3_LIP-CAMA-1.wiff,132-CCLE-Batch_2-HIL-CAMA-1.wiff,0362-CCL_Batch_3_CMH-CAMA-1.wiff,5285,336500,67342,390202,127752,192372,1648958,95157,4114564,1607132,1548128,780554,1091418,2368581,2304003,3282802,137024,504002,3660712,62656,129968,5282,843846,1102,6746,6313,1435,28980,4941,106912,2688,26580,1239,300,4755,7778,3347,481274,78260,6819286,1799610,1430931,22542,1903261,200332,,7280,410,26085,4234,1744,6352,9431,8615,4096,213703,2185,652708,103478,7093,1188419,4005194,1016689,12609,1091585,410679,10137,302,1551,5047,21907,3145,5994,428,5320,2612,
MDAMB435S_SKIN,melanoma,RPMI 1640 + 10% FBS,Batch3,female,36.18455387,0131-CCL_Batch3_LIP-MDA-MB-435S.wiff,131-CCLE-batch3-HIL-MDA-MB-435S.wiff,0131-CCL_Batch_3_CMH-MDA-MB-435S.wiff,5994,141223,169345,112839,128596,191115,2275823,331061,2859583,1085089,3310730,441135,418210,2540705,3107703,1285490,67298,126886,6522821,322171,532697,16847,178432,320,3995,49312,2346,43232,2255,170112,8438,54366,1408,3004,1410,21580,35317,674812,119231,3297630,3485165,395824,14909,3335812,562098,223,6138,3433,20711,3902,5440,9102,14501,19733,2027,284430,944324,600218,170797,9715,688080,1998348,437358,6539,108990,64189,5537,1710,,,860,298,836,551,981,26925,687
SW900_LUNG,lung_NSC,Leibovitz's L-15 + 10% FBS,Batch_2,male,NA,131-CCLE-Batch_2-LIP-SW 900.wiff,131-CCLE-Batch_2-HIL-SW 900.wiff,131-CCLE_Batch_2_-CMH-SW 900.wiff,40154,1617472,1293713,2530661,999660,284060,740117,1428738,5620897,11760319,5938035,1736410,3320858,10588743,19190056,16204054,1089957,932236,2599495,92769,124607,10556,573675,521,8080,9168,,29116,,122299,,46643,886,,339,12455,11763,911762,226980,2286710,3027639,430516,,907885,223691,,8550,,16290,2609,,2725,3201,15247,1960,587239,252171,251484,233301,34209,373192,2774628,428548,6827,325832,204651,5420,,,,1844,219,5029,,4513,,
NCIH1105_LUNG,lung_small_cell,RPMI 1640 + 5% FBS,Batch3,male,92.9,0130-CCL_Batch3_LIP-NCI-H1105.wiff,130-CCLE-batch3-HIL-NCI-H1105.wiff,0130-CCL_Batch_3_CMH-NCI-H1105.wiff,385,39083,41941,25821,6339,64551,273378,49329,378265,122154,380003,41876,25879,157874,175533,79872,4173,11439,239543,92059,60162,675,9485,,,13479,,2903,,8834,560,969,544,150,,912,,48382,4901,505516,537760,309300,239647,152177,24617,,4263,,696,410,133,5859,1053,3105,,23238,553,71097,681651,3181,89555,324114,75497,1257,85024,100892,1729,,956,5161,12198,1997,9716,282,,,
GMS10_CENTRAL_NERVOUS_SYSTEM,glioma,DMEM + 20% FBS,Batch_2,male,65.11262703,130-CCLE-Batch_2-LIP-GMS-10.wiff,130-CCLE-Batch_2-HIL-GMS-10.wiff,130-CCLE_Batch_2_-CMH-GMS-10.wiff,6298,261441,245692,570217,248740,337554,2884808,6733,6703214,1194274,803197,1958676,1911656,4937995,5189689,5249156,173986,589670,2758336,153745,246631,18152,211300,677,16191,27156,2308,38753,848,151022,,69085,946,,1449,22816,21967,2153670,440609,3559360,5666680,40389,17417,2184146,380083,,10406,,38653,28794,,11911,57043,28302,2676,709376,4931119,601716,503735,22867,958086,6918227,544498,11786,639009,268197,7749,,,6136,40652,6544,39783,,,,
UBLC1_URINARY_TRACT,urinary_tract,DMEM;RPMI = 2;1 + 10% FBS,Batch3,female,73.25263177,0129-CCL_Batch3_LIP-U-BLC1.wiff,129-CCLE-batch3-HIL-U-BLC1.wiff,0129-CCL_Batch_3_CMH-U-BLC1.wiff,7537,272886,239431,490552,312898,77910,1204320,100237,7619489,2032547,2867506,2113328,1607073,6058789,6638383,5867088,223150,593570,1704827,126919,372173,22608,54436,1144,,94570,1972,43365,577,190714,14492,67812,1515,11233,686,31452,862,2555438,437134,3517471,4310153,787210,26455,561170,420418,244,7657,2872,2825,26464,11557,1669,1098,3465,1038,812142,1017174,239972,764974,16412,323885,1353152,203530,7583,252272,231508,7606,962,1595,6267,52057,36299,79873,202,928,8647,697
